Iteration,Loss
249,5.865707
250,5.765273
251,5.820221
252,5.846625
253,5.742781
254,5.674098
255,5.641399
256,5.527974
257,5.378174
258,5.431698
259,5.318204
260,5.291437
261,5.376339
262,5.406718
263,5.361817
264,5.322151
265,5.271849
266,5.254690
267,5.281376
268,5.199974
269,5.075573
270,4.981077
271,4.965293
272,4.960475
273,4.918180
274,4.925424
275,4.857082
276,4.937181
277,4.917175
278,4.889335
279,4.799925
280,4.768447
281,4.790905
282,4.789233
283,4.813305
284,4.813505
285,4.818301
286,4.811710
287,4.783607
288,4.719740
289,4.652640
290,4.672165
291,4.568879
292,4.654027
293,4.636211
294,4.646779
295,4.595831
296,4.517447
297,4.435243
298,4.435462
299,4.477641
300,4.555856
301,4.557708
302,4.516387
303,4.456828
304,4.490935
305,4.440632
306,4.311013
307,4.292253
308,4.217591
309,4.234597
310,4.214437
311,4.268781
312,4.259654
313,4.281557
314,4.369035
315,4.308558
316,4.355721
317,4.413527
318,4.474876
319,4.455196
320,4.378653
321,4.299280
322,4.225038
323,4.108345
324,4.176604
325,4.200618
326,4.173211
327,4.126503
328,4.141369
329,4.100297
330,4.043859
331,4.020322
332,4.043223
333,4.050083
334,4.052555
335,4.032473
336,4.022092
337,4.007223
338,4.069927
339,4.096335
340,4.041872
341,4.039067
342,4.006745
343,4.049151
344,4.093824
345,4.000353
346,3.980452
347,3.962356
348,3.916906
349,3.957472
350,3.883640
351,3.911873
352,3.953639
353,3.983554
354,4.007041
355,3.874786
356,3.858372
357,3.813439
358,3.780109
359,3.669499
360,3.622463
361,3.551289
362,3.597617
363,3.659007
364,3.670967
365,3.660668
366,3.662884
367,3.705148
368,3.749235
369,3.741154
370,3.754952
371,3.790974
372,3.881948
373,3.856640
374,3.805992
375,3.844837
376,3.850281
377,3.884432
378,3.826391
379,3.783526
380,3.770963
381,3.752290
382,3.697600
383,3.720443
384,3.762840
385,3.738141
386,3.693052
387,3.732349
388,3.701914
389,3.661921
390,3.600013
391,3.551963
392,3.497562
393,3.448216
394,3.393905
395,3.346167
396,3.360128
397,3.333617
398,3.373693
399,3.307724
400,3.303014
401,3.262719
402,3.287404
403,3.306924
404,3.262931
405,3.238156
406,3.277346
407,3.325041
408,3.292444
409,3.246596
410,3.198127
411,3.248111
412,3.215921
413,3.156224
414,3.095517
415,3.080627
416,3.057333
417,3.073984
418,3.002694
419,3.016241
420,2.973341
421,2.988618
422,2.970005
423,2.934680
424,2.871837
425,2.874752
426,2.881430
427,2.911482
428,2.881193
429,2.878627
430,2.816448
431,2.754095
432,2.804029
433,2.798100
434,2.838313
435,2.846664
436,2.838219
437,2.770961
438,2.747670
439,2.709831
440,2.652914
441,2.732415
442,2.750261
443,2.751486
444,2.680998
445,2.674265
446,2.655335
447,2.648781
448,2.774625
449,2.766962
450,2.765918
451,2.745310
452,2.746518
453,2.710063
454,2.685516
455,2.684212
456,2.662796
457,2.695001
458,2.674686
459,2.665134
460,2.626643
461,2.623066
462,2.603943
463,2.582286
464,2.584400
465,2.630032
466,2.598162
467,2.566185
468,2.531788
469,2.542587
470,2.525753
471,2.559953
472,2.603778
473,2.662207
474,2.632682
475,2.636482
476,2.617104
477,2.607414
478,2.617793
479,2.623066
480,2.610284
481,2.608751
482,2.689057
483,2.705226
484,2.651880
485,2.648306
486,2.607741
487,2.596539
488,2.629323
489,2.622478
490,2.575500
491,2.540311
492,2.469168
493,2.455655
494,2.474344
495,2.496016
496,2.513474
497,2.468763
498,2.428013
499,2.386401
500,2.398177
501,2.408098
502,2.441056
503,2.453397
504,2.419431
505,2.425242
506,2.438654
507,2.396135
508,2.421148
509,2.427746
510,2.418382
511,2.380374
512,2.404438
513,2.358419
514,2.353454
515,2.333050
516,2.311350
517,2.339134
518,2.359807
519,2.368315
520,2.310056
521,2.280790
522,2.269326
523,2.253931
524,2.243839
525,2.214369
526,2.202064
527,2.178215
528,2.139428
529,2.125648
530,2.149702
531,2.152746
532,2.131840
533,2.111603
534,2.111502
535,2.101014
536,2.112938
537,2.109060
538,2.071423
539,2.024586
540,2.064923
541,2.052838
542,2.061620
543,2.051791
544,2.073383
545,2.090546
546,2.091572
547,2.094381
548,2.042464
549,2.036217
550,1.995872
551,1.996998
552,1.973730
553,1.988008
554,1.971069
555,1.946511
556,1.965371
557,1.922852
558,1.913903
559,1.932495
560,1.918295
561,1.955051
562,1.971058
563,2.006287
564,1.975444
565,1.990252
566,1.971649
567,1.925040
568,2.000673
569,1.993927
570,2.009996
571,2.010373
572,2.039291
573,2.011729
574,1.976134
575,1.938837
576,1.973694
577,1.943721
578,1.950620
579,1.901398
580,1.873237
581,1.964314
582,1.943272
583,1.973956
584,1.953645
585,1.950529
586,1.933709
587,1.979867
588,1.956250
589,1.915437
590,1.940253
591,1.909097
592,1.906947
593,1.882873
594,1.868509
595,1.819305
596,1.836247
597,1.794281
598,1.780067
599,1.789688
600,1.827906
601,1.832590
602,1.874808
603,1.842055
604,1.846380
605,1.832580
606,1.819415
607,1.807706
608,1.809555
609,1.829768
610,1.831227
611,1.795793
612,1.786392
613,1.779236
614,1.793853
615,1.776485
616,1.777497
617,1.755706
618,1.770925
619,1.769868
620,1.723210
621,1.697126
622,1.732043
623,1.716808
624,1.663859
625,1.676165
626,1.680721
627,1.674217
628,1.665363
629,1.651281
630,1.643832
631,1.673857
632,1.650311
633,1.639172
634,1.591794
635,1.570996
636,1.577674
637,1.558352
638,1.589249
639,1.577649
640,1.615741
641,1.602094
642,1.580795
643,1.605332
644,1.590029
645,1.561797
646,1.572909
647,1.552517
648,1.554987
649,1.532597
650,1.502186
651,1.517057
652,1.508727
653,1.523469
654,1.531728
655,1.507779
656,1.539085
657,1.544503
658,1.538503
659,1.586765
660,1.589851
661,1.574581
662,1.562022
663,1.581455
664,1.542474
665,1.554478
666,1.583644
667,1.572539
668,1.590792
669,1.607892
670,1.598748
671,1.622258
672,1.638708
673,1.652705
674,1.652986
675,1.635643
676,1.631190
677,1.638912
678,1.630478
679,1.643755
680,1.620703
681,1.667385
682,1.669479
683,1.661477
684,1.679483
685,1.686652
686,1.675777
687,1.697604
688,1.647656
689,1.628405
690,1.603698
691,1.595193
692,1.580880
693,1.596545
694,1.573619
695,1.544889
696,1.550203
697,1.564005
698,1.547973
699,1.509894
700,1.474531
701,1.472178
702,1.503922
703,1.465217
704,1.452670
705,1.440838
706,1.436673
707,1.452722
708,1.453572
709,1.477961
710,1.453311
711,1.447178
712,1.471340
713,1.471841
714,1.463253
715,1.453729
716,1.427951
717,1.408626
718,1.403518
719,1.396782
720,1.377760
721,1.366532
722,1.356572
723,1.377242
724,1.397221
725,1.370008
726,1.354275
727,1.374629
728,1.360588
729,1.336649
730,1.321443
731,1.286182
732,1.308824
733,1.317348
734,1.307598
735,1.334550
736,1.320279
737,1.311711
738,1.291693
739,1.295163
740,1.293150
741,1.314763
742,1.294149
743,1.287704
744,1.292031
745,1.306255
746,1.316159
747,1.320104
748,1.323265
749,1.336283
750,1.336557
751,1.306630
752,1.291513
753,1.284863
754,1.265925
755,1.262700
756,1.288602
757,1.312526
758,1.285526
759,1.277188
760,1.252657
761,1.267619
762,1.265358
763,1.261923
764,1.257192
765,1.265672
766,1.243808
767,1.206773
768,1.216648
769,1.250071
770,1.261433
771,1.254426
772,1.240963
773,1.240443
774,1.259721
775,1.225230
776,1.242978
777,1.231884
778,1.242651
779,1.256013
780,1.236685
781,1.220887
782,1.211605
783,1.194185
784,1.208157
785,1.191688
786,1.205925
787,1.169910
788,1.169092
789,1.172956
790,1.158046
791,1.169573
792,1.195253
793,1.206611
794,1.230057
795,1.222169
796,1.222688
797,1.218875
798,1.206766
799,1.205989
800,1.172714
801,1.201169
802,1.186384
803,1.189390
804,1.180432
805,1.179359
806,1.196291
807,1.175742
808,1.183107
809,1.176272
810,1.192942
811,1.184183
812,1.190969
813,1.221120
814,1.220224
815,1.199425
816,1.221153
817,1.214186
818,1.204509
819,1.197239
820,1.217600
821,1.215149
822,1.204410
823,1.204518
824,1.196230
825,1.208106
826,1.199640
827,1.180471
828,1.183014
829,1.187636
830,1.167286
831,1.188560
832,1.171306
833,1.173257
834,1.188103
835,1.175630
836,1.172058
837,1.166129
838,1.153191
839,1.148882
840,1.163925
841,1.161703
842,1.136649
843,1.140278
844,1.138193
845,1.130242
846,1.113702
847,1.111236
848,1.104359
849,1.107858
850,1.100860
851,1.097974
852,1.099868
853,1.098476
854,1.098894
855,1.097453
856,1.092994
857,1.085387
858,1.101985
859,1.084751
860,1.115403
861,1.123580
862,1.142350
863,1.165384
864,1.171757
865,1.157052
866,1.154928
867,1.157515
868,1.155262
869,1.159871
870,1.148606
871,1.158155
872,1.125620
873,1.141240
874,1.135871
875,1.130894
876,1.124398
877,1.098496
878,1.082645
879,1.076397
880,1.056728
881,1.051681
882,1.070742
883,1.047848
884,1.032242
885,1.051687
886,1.050764
887,1.069961
888,1.065887
889,1.070484
890,1.065240
891,1.085326
892,1.091347
893,1.091942
894,1.106168
895,1.098915
896,1.100995
897,1.135316
898,1.115371
899,1.127789
900,1.121095
901,1.118730
902,1.079826
903,1.074906
904,1.062378
905,1.064499
906,1.050365
907,1.020829
908,1.018153
909,1.014359
910,1.006974
911,1.019279
912,1.016651
913,1.004890
914,1.016135
915,1.036987
916,1.018198
917,1.019569
918,1.022651
919,1.019083
920,1.049349
921,1.042937
922,1.024850
923,1.012537
924,1.014581
925,1.023236
926,1.031831
927,1.013077
928,1.016118
929,1.021297
930,1.005388
931,0.986326
932,0.984865
933,0.971216
934,0.961968
935,0.954637
936,0.975298
937,0.972266
938,0.964801
939,0.936531
940,0.932774
941,0.935938
942,0.949939
943,0.955970
944,0.966913
945,0.968247
946,0.995699
947,0.981079
948,0.971549
949,0.983972
950,0.978512
951,0.985512
952,0.976502
953,0.961004
954,0.973756
955,0.975426
956,1.020339
957,1.031953
958,1.031523
959,1.034966
960,1.031163
961,1.013260
962,1.012439
963,1.004891
964,0.996377
965,0.998984
966,1.000073
967,1.007122
968,0.998682
969,0.993309
970,0.989742
971,0.994029
972,0.984718
973,0.983032
974,1.001327
975,1.011202
976,0.997156
977,0.986213
978,0.979543
979,0.992450
980,1.012647
981,0.998272
982,1.003069
983,0.982898
984,0.993267
985,0.995562
986,1.003845
987,0.974378
988,0.964201
989,0.953371
990,0.940428
991,0.930048
992,0.959914
993,0.962621
994,0.951098
995,0.956075
996,0.954606
997,0.939453
998,0.944874
999,0.955317
1000,0.942900
1001,0.968562
1002,0.960378
1003,0.983091
1004,0.995064
1005,1.009227
1006,1.003591
1007,1.002692
1008,1.025389
1009,1.018935
1010,1.022659
1011,1.034328
1012,1.047444
1013,1.027910
1014,0.995350
1015,0.995886
1016,0.987644
1017,0.981781
1018,0.983134
1019,0.974022
1020,0.993543
1021,1.022322
1022,1.037224
1023,1.017265
1024,1.012528
1025,1.049769
1026,1.077099
1027,1.107677
1028,1.104847
1029,1.115629
1030,1.124437
1031,1.107312
1032,1.107798
1033,1.116626
1034,1.102615
1035,1.094873
1036,1.066132
1037,1.046347
1038,1.057342
1039,1.043593
1040,1.025765
1041,1.005810
1042,1.009615
1043,1.020929
1044,1.006600
1045,1.009483
1046,1.015708
1047,1.015266
1048,1.009211
1049,1.032259
1050,1.033153
1051,1.028047
1052,1.036406
1053,1.013915
1054,1.011169
1055,1.000993
1056,0.990892
1057,1.005797
1058,1.007627
1059,1.002889
1060,0.978909
1061,0.981508
1062,1.000456
1063,0.994206
1064,1.002891
1065,1.001573
1066,0.985076
1067,0.975895
1068,0.965631
1069,0.963845
1070,0.962165
1071,0.958793
1072,0.947276
1073,0.937391
1074,0.943097
1075,0.927012
1076,0.915348
1077,0.910487
1078,0.915755
1079,0.925229
1080,0.937699
1081,0.942824
1082,0.936651
1083,0.931933
1084,0.933756
1085,0.960819
1086,0.940953
1087,0.922606
1088,0.898283
1089,0.897055
1090,0.900176
1091,0.917142
1092,0.922379
1093,0.915624
1094,0.912909
1095,0.939350
1096,0.931924
1097,0.944102
1098,0.948957
1099,0.924570
1100,0.951701
1101,0.945915
1102,0.961277
1103,0.954112
1104,0.948996
1105,0.931912
1106,0.913655
1107,0.917397
1108,0.936318
1109,0.938987
1110,0.939916
1111,0.947530
1112,0.935256
1113,0.935939
1114,0.939438
1115,0.928742
1116,0.911785
1117,0.902941
1118,0.879539
1119,0.881961
1120,0.886421
1121,0.906218
1122,0.900867
1123,0.893172
1124,0.892871
1125,0.891228
1126,0.888152
1127,0.881325
1128,0.883755
1129,0.890046
1130,0.903808
1131,0.907512
1132,0.908016
1133,0.880768
1134,0.885016
1135,0.873319
1136,0.876041
1137,0.867068
1138,0.868484
1139,0.850506
1140,0.837259
1141,0.856476
1142,0.861550
1143,0.842060
1144,0.851338
1145,0.841601
1146,0.842279
1147,0.844912
1148,0.840499
1149,0.832477
1150,0.837223
1151,0.822329
1152,0.824060
1153,0.838757
1154,0.836761
1155,0.837856
1156,0.828331
1157,0.833127
1158,0.823361
1159,0.847919
1160,0.827438
1161,0.865954
1162,0.857613
1163,0.876475
1164,0.915314
1165,0.900506
1166,0.915923
1167,0.917236
1168,0.913184
1169,0.931623
1170,0.936240
1171,0.927988
1172,0.909460
1173,0.903187
1174,0.888855
1175,0.896072
1176,0.879935
1177,0.900663
1178,0.898792
1179,0.868474
1180,0.850294
1181,0.863653
1182,0.849525
1183,0.859674
1184,0.856507
1185,0.847188
1186,0.839444
1187,0.842822
1188,0.852059
1189,0.841070
1190,0.826520
1191,0.863274
1192,0.887682
1193,0.886352
1194,0.890975
1195,0.882943
1196,0.890249
1197,0.901408
1198,0.906213
1199,0.900007
1200,0.902688
1201,0.908596
1202,0.919244
1203,0.957078
1204,0.961287
1205,0.940867
1206,0.975570
1207,0.965305
1208,0.982028
1209,0.967532
1210,0.945102
1211,0.932932
1212,0.925848
1213,0.905859
1214,0.912736
1215,0.921013
1216,0.938654
1217,0.940735
1218,0.930851
1219,0.915646
1220,0.908916
1221,0.907802
1222,0.905711
1223,0.915597
1224,0.905729
1225,0.912696
1226,0.879308
1227,0.871476
1228,0.882081
1229,0.864970
1230,0.868619
1231,0.886764
1232,0.890716
1233,0.912002
1234,0.890936
1235,0.894634
1236,0.880553
1237,0.882469
1238,0.878236
1239,0.869233
1240,0.874139
1241,0.876120
1242,0.892892
1243,0.876592
1244,0.869746
1245,0.857489
1246,0.864222
1247,0.843246
1248,0.821762
1249,0.822947
1250,0.811374
1251,0.819548
1252,0.815771
1253,0.832723
1254,0.822933
1255,0.830291
1256,0.844124
1257,0.833310
1258,0.824677
1259,0.833068
1260,0.828266
1261,0.822514
1262,0.827309
1263,0.820714
1264,0.809169
1265,0.805284
1266,0.819263
1267,0.809476
1268,0.807203
1269,0.791238
1270,0.792171
1271,0.791869
1272,0.785644
1273,0.788126
1274,0.803051
1275,0.797460
1276,0.819141
1277,0.812861
1278,0.821658
1279,0.825532
1280,0.812318
1281,0.809378
1282,0.811809
1283,0.831520
1284,0.837297
1285,0.814888
1286,0.810406
1287,0.810170
1288,0.815010
1289,0.802012
1290,0.792800
1291,0.805691
1292,0.803254
1293,0.811110
1294,0.833172
1295,0.831751
1296,0.827940
1297,0.822802
1298,0.826888
1299,0.842568
1300,0.851483
1301,0.871896
1302,0.876376
1303,0.875738
1304,0.885421
1305,0.870545
1306,0.864293
1307,0.854699
1308,0.835415
1309,0.826965
1310,0.810540
1311,0.824331
1312,0.824173
1313,0.822031
1314,0.793194
1315,0.787310
1316,0.773315
1317,0.783265
1318,0.768255
1319,0.765288
1320,0.767963
1321,0.786884
1322,0.792566
1323,0.785785
1324,0.781316
1325,0.780367
1326,0.769168
1327,0.762609
1328,0.777644
1329,0.768808
1330,0.764891
1331,0.758801
1332,0.760240
1333,0.759041
1334,0.767399
1335,0.781946
1336,0.782870
1337,0.794113
1338,0.797169
1339,0.799106
1340,0.814311
1341,0.817685
1342,0.794544
1343,0.799098
1344,0.799406
1345,0.804716
1346,0.783116
1347,0.762911
1348,0.752306
1349,0.763537
1350,0.773958
1351,0.805152
1352,0.816836
1353,0.822694
1354,0.824294
1355,0.816473
1356,0.817043
1357,0.817914
1358,0.813444
1359,0.813986
1360,0.825663
1361,0.823980
1362,0.837078
1363,0.825286
1364,0.836662
1365,0.832969
1366,0.814608
1367,0.807157
1368,0.840797
1369,0.823561
1370,0.797781
1371,0.829315
1372,0.900678
1373,0.902498
1374,0.892736
1375,0.906278
1376,0.902971
1377,0.892400
1378,0.915157
1379,0.944145
1380,0.922093
1381,0.919863
1382,0.930077
1383,0.903516
1384,0.911240
1385,0.902772
1386,0.893577
1387,0.880791
1388,0.883071
1389,0.873542
1390,0.874283
1391,0.850958
1392,0.833365
1393,0.837555
1394,0.842379
1395,0.838284
1396,0.833253
1397,0.806220
1398,0.819718
1399,0.797718
1400,0.781117
1401,0.779154
1402,0.765146
1403,0.763817
1404,0.768333
1405,0.761839
1406,0.755983
1407,0.760786
1408,0.764919
1409,0.757828
1410,0.760807
1411,0.758186
1412,0.749203
1413,0.784977
1414,0.792623
1415,0.798052
1416,0.778513
1417,0.776055
1418,0.787527
1419,0.773399
1420,0.769855
1421,0.753376
1422,0.763968
1423,0.738322
1424,0.731203
1425,0.731264
1426,0.733732
1427,0.725627
1428,0.730408
1429,0.733720
1430,0.739568
1431,0.742228
1432,0.739118
1433,0.752931
1434,0.755320
1435,0.748132
1436,0.750847
1437,0.750114
1438,0.745582
1439,0.747028
1440,0.748495
1441,0.746123
1442,0.746597
1443,0.754689
1444,0.765872
1445,0.764910
1446,0.752058
1447,0.750231
1448,0.738315
1449,0.724245
1450,0.705306
1451,0.721081
1452,0.748187
1453,0.766267
1454,0.768209
1455,0.778302
1456,0.761920
1457,0.776719
1458,0.793537
1459,0.785492
1460,0.782718
1461,0.785903
1462,0.788199
1463,0.784761
1464,0.819739
1465,0.809269
1466,0.809075
1467,0.788435
1468,0.788778
1469,0.760543
1470,0.751375
1471,0.756780
1472,0.752600
1473,0.755233
1474,0.756065
1475,0.750371
1476,0.760050
1477,0.743027
1478,0.741015
1479,0.734449
1480,0.742935
1481,0.758879
1482,0.744652
1483,0.733235
1484,0.741870
1485,0.743596
1486,0.758142
1487,0.759768
1488,0.752607
1489,0.759253
1490,0.761082
1491,0.783392
1492,0.786801
1493,0.813702
1494,0.810210
1495,0.812427
1496,0.833491
1497,0.841755
1498,0.855113
1499,0.845289
1500,0.847478
1501,0.845287
1502,0.831715
1503,0.827811
1504,0.840441
1505,0.840071
1506,0.840553
1507,0.832165
1508,0.819002
1509,0.807135
1510,0.789667
1511,0.792619
1512,0.780476
1513,0.773395
1514,0.776683
1515,0.755397
1516,0.752283
1517,0.756698
1518,0.758518
1519,0.742514
1520,0.739977
1521,0.811934
1522,0.847937
1523,0.855865
1524,0.854330
1525,0.847822
1526,0.865166
1527,0.848611
1528,0.850023
1529,0.849670
1530,0.865512
1531,0.901290
1532,0.889829
1533,0.909650
1534,0.902029
1535,0.895816
1536,0.902996
1537,0.898100
1538,0.886276
1539,0.883388
1540,0.885336
1541,0.878721
1542,0.870286
1543,0.856030
1544,0.854837
1545,0.853006
1546,0.839323
1547,0.845401
1548,0.847991
1549,0.822713
1550,0.809299
1551,0.800457
1552,0.797579
1553,0.779297
1554,0.770970
1555,0.778065
1556,0.784821
1557,0.771415
1558,0.761625
1559,0.742385
1560,0.734946
1561,0.737988
1562,0.731340
1563,0.721540
1564,0.733162
1565,0.731068
1566,0.760643
1567,0.749898
1568,0.767181
1569,0.766551
1570,0.759896
1571,0.759310
1572,0.754745
1573,0.738692
1574,0.744106
1575,0.734645
1576,0.748747
1577,0.750356
1578,0.735852
1579,0.724716
1580,0.716671
1581,0.743209
1582,0.733875
1583,0.747814
1584,0.765557
1585,0.756406
1586,0.755711
1587,0.772383
1588,0.762027
1589,0.787897
1590,0.804809
1591,0.804182
1592,0.801545
1593,0.794102
1594,0.775721
1595,0.778709
1596,0.803849
1597,0.800415
1598,0.820215
1599,0.812073
1600,0.823000
1601,0.823095
1602,0.831160
1603,0.804542
1604,0.810344
1605,0.788685
1606,0.769723
1607,0.775507
1608,0.768433
1609,0.762871
1610,0.742554
1611,0.746190
1612,0.778713
1613,0.769396
1614,0.773405
1615,0.772687
1616,0.769249
1617,0.772745
1618,0.756521
1619,0.752828
1620,0.751691
1621,0.764552
1622,0.769154
1623,0.759413
1624,0.758431
1625,0.754037
1626,0.735313
1627,0.730272
1628,0.753186
1629,0.746211
1630,0.775868
1631,0.764127
1632,0.781950
1633,0.783777
1634,0.777214
1635,0.787206
1636,0.779314
1637,0.760336
1638,0.732314
1639,0.742676
1640,0.747232
1641,0.738168
1642,0.734467
1643,0.732635
1644,0.722346
1645,0.749332
1646,0.749581
1647,0.751403
1648,0.744404
1649,0.742282
1650,0.738397
1651,0.745026
1652,0.747621
1653,0.731767
1654,0.725659
1655,0.729961
1656,0.760015
1657,0.752779
1658,0.755574
1659,0.740769
1660,0.723937
1661,0.703284
1662,0.704343
1663,0.719443
1664,0.723557
1665,0.727297
1666,0.710993
1667,0.702353
1668,0.711880
1669,0.728206
1670,0.726443
1671,0.708881
1672,0.695074
1673,0.682865
1674,0.682808
1675,0.686478
1676,0.686936
1677,0.666427
1678,0.660976
1679,0.668278
1680,0.681199
1681,0.682052
1682,0.692607
1683,0.696367
1684,0.695169
1685,0.707237
1686,0.708115
1687,0.709174
1688,0.714333
1689,0.702371
1690,0.691738
1691,0.710968
1692,0.707340
1693,0.707984
1694,0.706010
1695,0.720222
1696,0.712188
1697,0.713715
1698,0.703196
1699,0.715588
1700,0.720263
1701,0.709924
1702,0.721355
1703,0.738724
1704,0.727575
1705,0.720564
1706,0.733958
1707,0.737113
1708,0.740318
1709,0.727008
1710,0.720915
1711,0.743340
1712,0.761872
1713,0.766593
1714,0.753438
1715,0.748505
1716,0.766388
1717,0.755354
1718,0.734982
1719,0.718213
1720,0.717743
1721,0.706219
1722,0.696933
1723,0.705642
1724,0.704322
1725,0.701510
1726,0.691104
1727,0.693606
1728,0.693609
1729,0.688027
1730,0.699598
1731,0.700746
1732,0.707852
1733,0.705635
1734,0.703720
1735,0.704267
1736,0.701546
1737,0.708602
1738,0.713550
1739,0.716655
1740,0.712287
1741,0.706172
1742,0.696367
1743,0.698412
1744,0.707049
1745,0.726219
1746,0.717846
1747,0.719581
1748,0.719947
1749,0.708570
1750,0.706476
1751,0.712108
1752,0.722540
1753,0.740981
1754,0.758276
1755,0.775415
1756,0.785229
1757,0.783934
1758,0.770018
1759,0.757042
1760,0.763779
1761,0.804304
1762,0.800334
1763,0.799581
1764,0.803295
1765,0.814984
1766,0.828837
1767,0.808323
1768,0.825469
1769,0.798864
1770,0.784636
1771,0.787104
1772,0.786385
1773,0.769688
1774,0.767168
1775,0.784318
1776,0.774139
1777,0.766793
1778,0.748130
1779,0.735915
1780,0.737925
1781,0.734149
1782,0.732711
1783,0.731276
1784,0.731676
1785,0.723684
1786,0.732285
1787,0.733059
1788,0.757057
1789,0.750431
1790,0.754302
1791,0.738188
1792,0.752747
1793,0.755329
1794,0.755265
1795,0.740142
1796,0.744514
1797,0.732074
1798,0.717227
1799,0.722713
1800,0.717902
1801,0.698823
1802,0.693181
1803,0.698339
1804,0.710687
1805,0.714282
1806,0.703751
1807,0.719408
1808,0.725417
1809,0.726472
1810,0.732144
1811,0.712248
1812,0.715624
1813,0.700036
1814,0.699824
1815,0.705296
1816,0.706225
1817,0.690167
1818,0.682036
1819,0.678112
1820,0.676803
1821,0.679849
1822,0.683756
1823,0.676125
1824,0.675852
1825,0.689200
1826,0.705807
1827,0.709121
1828,0.719800
1829,0.710226
1830,0.706496
1831,0.704161
1832,0.691538
1833,0.679899
1834,0.682681
1835,0.674594
1836,0.678991
1837,0.689611
1838,0.701391
1839,0.703707
1840,0.726535
1841,0.724679
1842,0.729291
1843,0.719820
1844,0.704935
1845,0.705442
1846,0.713855
1847,0.713958
1848,0.704345
1849,0.695524
1850,0.693591
1851,0.696431
1852,0.711518
1853,0.718714
1854,0.724890
1855,0.713967
1856,0.701061
1857,0.691052
1858,0.703775
1859,0.707596
1860,0.704877
1861,0.709341
1862,0.726651
1863,0.718113
1864,0.719211
1865,0.690577
1866,0.693485
1867,0.680523
1868,0.679354
1869,0.670793
1870,0.670979
1871,0.675090
1872,0.689827
