Iterations,Total_loss,Avg_loss,Learning rate,Time
270,12.891262,15.959843,5e-06,11.388067
271,16.62258,16.026115,5e-06,11.908598
272,15.614802,15.984984,5e-06,11.524937
273,10.035132,15.389999,6e-06,11.083815
274,13.609415,15.211941,6e-06,11.468439
275,12.13541,14.904287,6e-06,11.358409
276,14.27169,14.841027,6e-06,11.461623
277,14.766236,14.833549,6e-06,11.773316
278,16.56159,15.006352,6e-06,11.892232
279,15.017925,15.007509,6e-06,11.742811
280,14.00103,14.906861,6e-06,11.587207
281,15.995076,15.015683,6e-06,11.933735
282,12.208535,14.734968,6e-06,11.473131
283,11.71934,14.433405,6e-06,11.504936
284,13.125819,14.302647,7e-06,11.649417
285,12.902259,14.162608,7e-06,11.564315
286,12.618226,14.00817,7e-06,11.591502
287,15.022982,14.109652,7e-06,11.897717
288,20.601738,14.758861,7e-06,12.359573
289,14.657763,14.748751,7e-06,11.855606
290,12.433671,14.517242,7e-06,11.542206
291,14.265023,14.492021,7e-06,11.852444
292,13.41271,14.384089,7e-06,11.730277
293,14.753549,14.421036,7e-06,11.761135
294,14.851028,14.464035,7e-06,11.72587
295,11.397361,14.157368,8e-06,11.36018
296,13.140474,14.055678,8e-06,11.722369
297,11.910192,13.841129,8e-06,11.454545
298,14.406664,13.897683,8e-06,11.674603
299,10.83767,13.591681,8e-06,11.312246
300,16.760397,13.908553,8e-06,11.969314
301,13.180019,13.8357,8e-06,11.453377
302,14.547404,13.906871,8e-06,11.660057
303,12.778014,13.793985,8e-06,11.747588
304,9.524603,13.367047,9e-06,11.368664
305,15.186983,13.549041,9e-06,11.914422
306,11.360617,13.330198,9e-06,11.56451
307,17.713507,13.768529,9e-06,11.994459
308,11.669224,13.558599,9e-06,11.539583
309,8.644962,13.067235,9e-06,11.163632
310,11.37118,12.89763,9e-06,11.35091
311,13.143167,12.922184,9e-06,11.613685
312,9.646321,12.594598,9e-06,11.423444
313,11.0194,12.437078,1e-05,11.343371
314,11.559663,12.349337,1e-05,11.465669
315,12.177216,12.332125,1e-05,11.792199
316,12.883609,12.387273,1e-05,11.715938
317,9.650726,12.113618,1e-05,11.468414
318,13.50124,12.25238,1e-05,11.747289
319,11.576733,12.184815,1e-05,11.616703
320,8.927699,11.859104,1e-05,11.254703
321,10.742723,11.747466,1.1e-05,11.484322
322,10.643448,11.637064,1.1e-05,11.407782
323,11.569607,11.630319,1.1e-05,11.534049
324,10.539804,11.521267,1.1e-05,11.290603
325,14.396466,11.808786,1.1e-05,11.981801
326,11.831736,11.811081,1.1e-05,11.573282
327,8.515003,11.481473,1.1e-05,11.427471
328,11.012242,11.43455,1.2e-05,11.63777
329,10.043858,11.295481,1.2e-05,11.519238
330,13.876444,11.553577,1.2e-05,11.696399
331,10.909879,11.489207,1.2e-05,11.608538
332,13.208208,11.661107,1.2e-05,11.898405
333,8.707389,11.365735,1.2e-05,11.152794
334,11.319949,11.361156,1.2e-05,11.512705
335,14.070197,11.632061,1.3e-05,11.83278
336,10.426845,11.511539,1.3e-05,11.479831
337,8.159632,11.176349,1.3e-05,11.234309
338,11.621303,11.220844,1.3e-05,11.756789
339,11.513197,11.250079,1.3e-05,11.71783
340,9.52543,11.077614,1.3e-05,11.365587
